Genre,feature0,feature1,feature2
blues,0.14230971,0.560907698,0.325839812
blues,0.1441328,0.559848182,0.336864925
blues,0.145085239,0.561903882,0.485293141
blues,0.145540987,0.562684741,0.375451525
blues,0.145623825,0.561581591,0.233729722
blues,0.145890772,0.562158701,0.318090224
blues,0.146768378,0.559998606,0.455115305
blues,0.147457269,0.561263103,0.414433345
blues,0.147811975,0.569886007,0.361497776
blues,0.147832485,0.55649043,0.225350356
blues,0.147850978,0.563783091,0.473455674
blues,0.148157381,0.56135556,0.352810166
blues,0.148183201,0.559053815,0.384540467
blues,0.148302973,0.561681775,0.486790405
blues,0.148791544,0.561659023,0.489938478
blues,0.149520003,0.559524563,0.470324815
blues,0.149703263,0.561458572,0.420489616
blues,0.149807938,0.561481664,0.46110804
blues,0.150248844,0.561070593,0.397216735
blues,0.150604858,0.559899309,0.465090038
blues,0.150838961,0.569199007,0.319559688
blues,0.152313753,0.562188172,0.498542631
blues,0.153035489,0.561833001,0.35626248
blues,0.153038211,0.563804111,0.440822596
blues,0.153214207,0.5564724,0.4300444
blues,0.153351546,0.558452742,0.31870783
blues,0.153402722,0.560446638,0.278415981
blues,0.155352109,0.560134853,0.438691631
blues,0.155427701,0.553966335,0.398056394
blues,0.157170428,0.561907137,0.382616414
blues,0.157834742,0.556238398,0.363836386
blues,0.158760233,0.559891964,0.342462733
blues,0.159038184,0.560028702,0.369255714
blues,0.159084352,0.565607714,0.382357178
blues,0.159300852,0.564357172,0.38284775
blues,0.16144057,0.55380833,0.388965774
blues,0.161883945,0.563735622,0.361672274
blues,0.16200423,0.565909115,0.381669123
blues,0.162015335,0.565228019,0.354647883
blues,0.162761536,0.556283986,0.357825673
blues,0.163475929,0.560551989,0.411347724
blues,0.165130832,0.566014327,0.392834762
blues,0.165258977,0.561486008,0.340706959
blues,0.165394467,0.562102881,0.358087905
blues,0.165828953,0.562143567,0.284696131
blues,0.166028305,0.561665595,0.230067926
blues,0.166979514,0.561009802,0.255335256
blues,0.167002011,0.564747745,0.459102937
blues,0.167012068,0.560603646,0.325507224
blues,0.167164119,0.563594764,0.266024333
blues,0.167494143,0.563482623,0.339783
blues,0.16793134,0.560297207,0.28895918
blues,0.167961174,0.569858316,0.471177959
blues,0.168922179,0.572975866,0.481029533
blues,0.169582356,0.570533448,0.493826442
blues,0.170492439,0.563914334,0.419200029
blues,0.170755179,0.570083384,0.435712976
blues,0.171955104,0.573560766,0.410296318
blues,0.172418457,0.572989232,0.378689816
blues,0.172590792,0.560951637,0.517681293
blues,0.173531893,0.574992499,0.582167428
blues,0.173610325,0.562727824,0.466881071
blues,0.174110007,0.559271965,0.601178992
blues,0.174759116,0.557068662,0.515327685
blues,0.174896832,0.561227775,0.597385514
blues,0.175643195,0.562261561,0.525191989
blues,0.176390441,0.561776949,0.554618139
blues,0.177062367,0.553238818,0.509375622
blues,0.178631585,0.555188913,0.533185225
blues,0.178749021,0.562065286,0.517506539
blues,0.179731799,0.560992529,0.529454058
blues,0.179793239,0.56428593,0.558314927
blues,0.179958888,0.558364681,0.278601918
blues,0.180123485,0.551324919,0.319399427
blues,0.180296022,0.559613573,0.219947234
blues,0.180426972,0.568153788,0.180164855
blues,0.182313819,0.557333888,0.321731564
blues,0.182577376,0.564343503,0.319562751
blues,0.182833308,0.553905746,0.254032924
blues,0.182935469,0.569361191,0.317471765
blues,0.183859898,0.556254262,0.317352681
blues,0.184395422,0.561047203,0.296696063
blues,0.184628356,0.56282407,0.302632039
blues,0.184735073,0.551946065,0.154020443
blues,0.185223855,0.570958743,0.093711956
blues,0.185454195,0.55690325,0.243793495
blues,0.187123971,0.552782224,0.195222747
blues,0.187187833,0.561143599,0.269063808
blues,0.187401506,0.560307096,0.240259626
blues,0.187700651,0.553998585,0.238402999
blues,0.187855752,0.564502791,0.283922259
blues,0.187929688,0.558569447,0.179413436
blues,0.18798904,0.544050546,0.412327989
blues,0.188522792,0.557241001,0.318823025
blues,0.188533596,0.56754499,0.448830428
blues,0.189379737,0.54086596,0.334572634
blues,0.190073506,0.550057192,0.408866952
blues,0.190271116,0.539934261,0.445209636
blues,0.190647312,0.552730776,0.46802962
blues,0.190705419,0.540064005,0.342491073
blues,0.191491524,0.547072898,0.406930115
blues,0.191547507,0.555706986,0.34101447
blues,0.191576979,0.554281548,0.211128502
blues,0.192321421,0.548413835,0.287088356
blues,0.192747017,0.552674913,0.28389107
blues,0.192799695,0.56399134,0.307801201
blues,0.192929968,0.55582648,0.314028827
blues,0.193164469,0.558955715,0.19201193
blues,0.193332211,0.564768409,0.309429329
blues,0.193399887,0.560844986,0.208523785
blues,0.193465774,0.555358333,0.27497299
blues,0.193554246,0.562809066,0.279625864
blues,0.193590517,0.55308262,0.246626312
blues,0.193809059,0.555926826,0.356807001
blues,0.193816226,0.551766388,0.311284944
blues,0.193988749,0.558111753,0.256381628
blues,0.194256869,0.538729269,0.325191762
blues,0.194915306,0.551823214,0.238228754
blues,0.194920549,0.568211595,0.300822449
blues,0.19499929,0.560418877,0.340534099
blues,0.195453136,0.562504939,0.292121628
blues,0.195692326,0.55696908,0.396385944
blues,0.195786181,0.557917607,0.293305435
blues,0.196081608,0.555188901,0.456910699
blues,0.196509877,0.558488199,0.21769359
blues,0.197305594,0.550885049,0.310016811
blues,0.197710899,0.554786921,0.166156745
blues,0.198204028,0.561226424,0.371266437
blues,0.198296216,0.558020786,0.217369046
blues,0.198832636,0.557200334,0.376404822
blues,0.199501756,0.561123308,0.273481924
blues,0.201059221,0.557090582,0.300647698
blues,0.201187418,0.545025368,0.328928961
blues,0.201217217,0.560742779,0.232627524
blues,0.201309644,0.556215839,0.262775775
blues,0.201311287,0.526384602,0.325254513
blues,0.201387251,0.550425346,0.342200341
blues,0.201523115,0.554168102,0.285477807
blues,0.201710329,0.553832096,0.221240963
blues,0.201918674,0.557910065,0.12766583
blues,0.202255089,0.557728894,0.196709364
blues,0.202540982,0.544979997,0.295542646
blues,0.203112252,0.550783065,0.328309863
blues,0.203509856,0.550105799,0.322067828
blues,0.203546024,0.553833152,0.284489179
blues,0.20394179,0.565458605,0.404902373
blues,0.204675484,0.546495617,0.314566955
blues,0.204697744,0.551783763,0.342544595
blues,0.204700882,0.55218321,0.315975586
blues,0.204761374,0.553269915,0.326867566
blues,0.205199941,0.548396635,0.289607096
blues,0.205471635,0.558100185,0.180078878
blues,0.205517258,0.5617216,0.238121469
blues,0.205628221,0.557478427,0.278510109
blues,0.205865229,0.551679654,0.201289286
blues,0.206400845,0.556538033,0.250665122
blues,0.206404495,0.557028429,0.28773542
blues,0.206427955,0.559009939,0.265884501
blues,0.206479601,0.568407402,0.289000863
blues,0.20687225,0.563299749,0.268136494
blues,0.207534567,0.548489411,0.349383502
blues,0.208400529,0.55643031,0.278725823
blues,0.209008871,0.552752751,0.266922855
blues,0.209420968,0.554570653,0.311475488
blues,0.209613894,0.558872527,0.28036314
blues,0.210416832,0.562678154,0.275896949
blues,0.210650241,0.560274197,0.255560879
blues,0.210737593,0.55363172,0.314207786
blues,0.210991659,0.565817373,0.316395083
blues,0.211049654,0.54966048,0.304551524
blues,0.211062698,0.555052567,0.332659395
blues,0.211296083,0.577736297,0.391117688
blues,0.211753108,0.542866789,0.400413781
blues,0.211973383,0.568002223,0.390909031
blues,0.212208436,0.55127849,0.416140577
blues,0.212496388,0.562145044,0.241780735
blues,0.212982098,0.558064744,0.263292382
blues,0.213076412,0.55443774,0.182585206
blues,0.213650022,0.554257317,0.280900283
blues,0.213728651,0.552789119,0.282346469
blues,0.213934695,0.588765685,0.424381363
blues,0.214850419,0.558599678,0.276856225
blues,0.214856197,0.543956602,0.385647007
blues,0.215159288,0.570235759,0.383849363
blues,0.215294923,0.548770039,0.36718264
blues,0.215473834,0.564757569,0.416375176
blues,0.215809072,0.551584772,0.460145534
blues,0.216188998,0.552940928,0.383812647
blues,0.216206211,0.557627749,0.387650352
blues,0.216259276,0.550322645,0.477124662
blues,0.216884909,0.559049919,0.371126058
blues,0.217555309,0.560305193,0.436093573
blues,0.217782408,0.563374189,0.374945692
blues,0.21798049,0.565821292,0.504120979
blues,0.218028564,0.567305775,0.58565704
blues,0.218548323,0.558083653,0.628313314
blues,0.218556641,0.562463493,0.482502593
blues,0.218617821,0.539187695,0.443562058
blues,0.218874386,0.548282221,0.572932321
blues,0.219082689,0.56288146,0.555327183
blues,0.219083968,0.553054866,0.424651652
blues,0.219112772,0.552386346,0.518258061
blues,0.219419438,0.557907815,0.497557695
blues,0.219466847,0.5650483,0.529170805
blues,0.21976865,0.554100184,0.483451422
blues,0.219825461,0.566513806,0.514299488
blues,0.219875174,0.563653576,0.524131995
blues,0.220071523,0.553127141,0.428149725
blues,0.220234016,0.560664753,0.541296927
blues,0.220295395,0.575429317,0.528491443
blues,0.220569806,0.55942496,0.546563697
blues,0.220710444,0.551627534,0.450924177
blues,0.22093698,0.588926338,0.606707613
blues,0.220965327,0.555859898,0.485760361
blues,0.221465047,0.559721388,0.468171184
blues,0.221557251,0.563469201,0.536424912
blues,0.222481311,0.546261024,0.486188248
blues,0.222505778,0.536718119,0.534822813
blues,0.222711319,0.552783282,0.368058377
blues,0.222987784,0.556653543,0.47821867
blues,0.223000213,0.573668782,0.44711625
blues,0.223755228,0.566890156,0.4909763
blues,0.224006048,0.56425065,0.389996991
blues,0.224328497,0.558172585,0.436795944
blues,0.224921833,0.561248853,0.417601146
blues,0.22510366,0.56170996,0.406566111
blues,0.225562529,0.565130016,0.390238941
blues,0.225733151,0.55213091,0.379601469
blues,0.226851411,0.551550585,0.493007012
blues,0.228214751,0.555919922,0.404484633
blues,0.228240244,0.54707337,0.452025297
blues,0.228328595,0.548100597,0.397244981
blues,0.228356379,0.574893042,0.352714188
blues,0.228475321,0.562623667,0.408976967
blues,0.228546064,0.557423437,0.41943873
blues,0.228570349,0.558993224,0.356644582
blues,0.228836444,0.574497589,0.340583307
blues,0.2290303,0.547162213,0.460740554
blues,0.229358687,0.536930069,0.423727667
blues,0.229759295,0.575477534,0.333085564
blues,0.229844634,0.572503356,0.448706543
blues,0.231148669,0.54968291,0.462748766
blues,0.231220578,0.563812276,0.263697496
blues,0.231279302,0.562522257,0.227323563
blues,0.231457242,0.566928202,0.269817145
blues,0.231529591,0.565486598,0.262976148
blues,0.23156619,0.564121154,0.192990676
blues,0.231932196,0.55744519,0.166207191
blues,0.233009251,0.564042645,0.207248461
blues,0.233216894,0.566408783,0.237057146
blues,0.233860383,0.562447868,0.166395978
blues,0.234038808,0.560259754,0.240753221
blues,0.234244162,0.563420228,0.433850702
blues,0.234415323,0.564418805,0.055922493
blues,0.234599251,0.561371038,0.113823761
blues,0.235057809,0.563959485,0.196501933
blues,0.235396102,0.559369966,0.115574115
blues,0.23550556,0.563298365,0.129572318
blues,0.235591837,0.56296035,0.205553693
blues,0.235972074,0.566469606,0.223485339
blues,0.236150708,0.558484557,0.148791566
blues,0.236166722,0.560010093,0.196156108
blues,0.236229048,0.562878822,0.125142962
blues,0.236471229,0.56099538,0.199796596
blues,0.236597903,0.563294514,0.157983718
blues,0.236671264,0.567859812,0.131649187
blues,0.236868243,0.566314651,0.129626146
blues,0.236973985,0.565846351,0.155513373
blues,0.23715138,0.561925725,0.220124249
blues,0.237606488,0.562895005,0.260951535
blues,0.237681334,0.565840057,0.100657601
blues,0.237837932,0.562919087,0.173005812
blues,0.237867293,0.561735638,0.368010141
blues,0.237925605,0.565051327,0.263746264
blues,0.238229393,0.567830169,0.473280318
blues,0.238352212,0.563798884,0.251846399
blues,0.239504982,0.573714995,0.243705467
blues,0.239682151,0.569980046,0.388901159
blues,0.239942349,0.562987159,0.453048743
blues,0.239969029,0.561263415,0.412763307
blues,0.240032652,0.564484654,0.376818726
blues,0.240242948,0.563619686,0.304651084
blues,0.24037356,0.560782155,0.268007741
blues,0.24049256,0.562129878,0.156981666
blues,0.240592828,0.565006906,0.216346246
blues,0.240804532,0.562293133,0.0878985
blues,0.240836687,0.563360868,0.188175384
blues,0.240950661,0.560419037,0.1659829
blues,0.241031005,0.563206067,0.136915167
blues,0.241053269,0.564067472,0.180337368
blues,0.242284512,0.564445598,0.270751305
blues,0.242599912,0.560637392,0.290815807
blues,0.242615467,0.563139912,0.164161404
blues,0.242643412,0.563016519,0.214353382
blues,0.242851766,0.566166357,0.165340444
blues,0.242909755,0.564881732,0.164996696
blues,0.242910216,0.561316691,0.11602315
blues,0.24309805,0.562933646,0.065868381
blues,0.243372347,0.564453556,0.107341001
blues,0.243625484,0.567151391,0.221424796
blues,0.243777143,0.565746791,0.161981085
blues,0.244041082,0.56228853,0.198923216
blues,0.244056079,0.564914524,0.17426726
blues,0.244110434,0.558469196,0.148676051
blues,0.244209428,0.560164854,0.253020592
blues,0.244226749,0.563537987,0.417698656
blues,0.244294797,0.561058894,0.249993501
blues,0.244314733,0.564939731,0.249146011
blues,0.24461998,0.566100319,0.206599878
blues,0.244723014,0.563615347,0.152453016
blues,0.244798124,0.563902552,0.216182042
blues,0.245283896,0.560237545,0.180904075
blues,0.24529996,0.556053039,0.23627499
blues,0.245309403,0.573866518,0.196675858
blues,0.24538439,0.563375458,0.161207026
blues,0.2454214,0.563811046,0.131840691
blues,0.245518454,0.562535479,0.230076742
blues,0.246295173,0.55811831,0.151197189
blues,0.246444253,0.560776022,0.146843156
blues,0.246484076,0.557113398,0.173056738
blues,0.24656784,0.566223639,0.143564713
blues,0.246690419,0.56438239,0.11208944
blues,0.24677954,0.563241557,0.521064979
blues,0.247100044,0.563176106,0.305447862
blues,0.24721436,0.561409768,0.332890198
blues,0.24735649,0.559631027,0.428389397
blues,0.247495891,0.563062937,0.363134587
blues,0.247537068,0.562463524,0.375055866
blues,0.247561216,0.562663617,0.344691408
blues,0.24773554,0.562850086,0.387444212
blues,0.248060637,0.562588427,0.421130887
blues,0.248367942,0.562400335,0.416883846
blues,0.248491179,0.574098035,0.240080028
blues,0.248492924,0.56448032,0.302944624
blues,0.248535228,0.563643429,0.242087807
blues,0.249004452,0.560882405,0.439916369
blues,0.249052175,0.562360095,0.192898946
blues,0.249235807,0.560912902,0.278484726
blues,0.249362136,0.570712415,0.408786475
blues,0.249503677,0.563872557,0.377801654
blues,0.249585514,0.56536137,0.241156763
blues,0.249682203,0.567873605,0.31065133
blues,0.249683605,0.562438558,0.255136108
blues,0.249747563,0.562513335,0.265934814
blues,0.249898883,0.563598345,0.333420029
blues,0.250021803,0.562837464,0.361199374
blues,0.250151311,0.56288637,0.195188202
blues,0.250241569,0.563797586,0.355715456
blues,0.250423692,0.564441727,0.083691704
blues,0.250634572,0.561615767,0.314494375
blues,0.251499676,0.564163898,0.28765216
blues,0.251611569,0.562168784,0.260833117
blues,0.251934161,0.295442875,0.267704372
blues,0.25228218,0.265997794,0.322107673
blues,0.252392189,0.304549341,0.269909248
blues,0.252627242,0.294938342,0.271987183
blues,0.252682556,0.300701666,0.258567594
blues,0.2529651,0.270713339,0.314512993
blues,0.253023316,0.28790095,0.35378882
blues,0.253068322,0.286900146,0.341258018
blues,0.253916688,0.270444608,0.314537177
blues,0.253953223,0.30638473,0.32883004
blues,0.254247395,0.274925484,0.248430735
blues,0.254397231,0.26886772,0.301547766
blues,0.254420307,0.26880774,0.263876455
blues,0.254942837,0.307260683,0.300088955
blues,0.254968143,0.293366613,0.25640219
blues,0.255049476,0.27170946,0.269549093
blues,0.255103811,0.31572327,0.188334792
blues,0.255247232,0.336195206,0.293504956
blues,0.255350008,0.276205427,0.231022248
blues,0.255398093,0.269299388,0.2982832
blues,0.255498222,0.302504724,0.421101656
blues,0.255581811,0.29156442,0.438048562
blues,0.256045297,0.294948095,0.358633078
blues,0.256320085,0.275225531,0.463431574
blues,0.25651563,0.321081366,0.50072017
blues,0.256558547,0.422655138,0.389302131
blues,0.256614514,0.384990476,0.371418348
blues,0.256751461,0.382718945,0.332936582
blues,0.256763478,0.282461712,0.367670242
blues,0.256859134,0.298635426,0.404489614
blues,0.256945293,0.321982478,0.29451372
blues,0.257340723,0.314222019,0.27712971
blues,0.257470051,0.306771719,0.292032428
blues,0.257685007,0.284135863,0.311946231
blues,0.257949586,0.297611209,0.340239026
blues,0.258076864,0.301322907,0.293134387
blues,0.258103556,0.294083297,0.325372346
blues,0.258107827,0.32807487,0.339968764
blues,0.258284618,0.313902048,0.316577051
blues,0.258302029,0.309544174,0.326876702
blues,0.258323777,0.250664481,0.339960707
blues,0.258367569,0.254113385,0.312614869
blues,0.258763555,0.278531599,0.297136388
blues,0.258817303,0.26781481,0.510532241
blues,0.259172384,0.28240561,0.348662034
blues,0.259424154,0.306361257,0.455726439
blues,0.259425985,0.241486582,0.326954076
blues,0.259577488,0.256607864,0.282451702
blues,0.259598245,0.251236808,0.302504485
blues,0.259599611,0.272325422,0.306659769
blues,0.259751476,0.254263259,0.347078026
blues,0.260177268,0.256838327,0.37307881
blues,0.260186309,0.263625392,0.394862464
blues,0.260455367,0.244783226,0.362007499
blues,0.260542124,0.248018994,0.354981989
blues,0.260895053,0.247203736,0.335299709
blues,0.260954336,0.256057041,0.336309844
blues,0.261194099,0.256565511,0.380898581
blues,0.261238726,0.236157939,0.398477023
blues,0.261433549,0.266675644,0.320867001
blues,0.262137803,0.351687147,0.382631343
blues,0.262268173,0.384134551,0.333433999
blues,0.262307441,0.33526661,0.359953348
blues,0.262363008,0.318814473,0.376693356
blues,0.262642504,0.337845645,0.361875404
blues,0.262726286,0.336774751,0.390808578
blues,0.262976443,0.431231392,0.302607801
blues,0.263033764,0.284506269,0.328892871
blues,0.263296047,0.322948177,0.359323117
blues,0.263298444,0.314050924,0.338942488
blues,0.263378211,0.34225904,0.235447929
blues,0.263463088,0.319802527,0.214223378
blues,0.263494423,0.374015604,0.200493547
blues,0.263688664,0.356734116,0.324508848
blues,0.264158102,0.372666614,0.288449258
blues,0.264189006,0.385939801,0.318920189
blues,0.264345932,0.411519282,0.23347275
blues,0.264439002,0.436892414,0.210977989
blues,0.264614768,0.362029504,0.257290725
blues,0.26483857,0.328617222,0.088591109
blues,0.264875545,0.298649235,0.314123034
blues,0.264894256,0.322215775,0.299841545
blues,0.265208404,0.355198834,0.334042057
blues,0.265334589,0.304950796,0.424788169
blues,0.26537408,0.293537753,0.377350315
blues,0.265388195,0.298711869,0.379347281
blues,0.265483392,0.316123189,0.386186334
blues,0.265537939,0.318585545,0.288876186
blues,0.265708123,0.319457398,0.354440811
blues,0.265854527,0.33329198,0.337424481
blues,0.265951097,0.433289653,0.473598044
blues,0.265987004,0.499136201,0.310465633
blues,0.266026431,0.44607665,0.410560681
blues,0.266076267,0.468568686,0.38645637
blues,0.266126377,0.399386812,0.367569376
blues,0.266239709,0.367920155,0.411404083
blues,0.2664397,0.411055953,0.437360494
blues,0.266500294,0.378416233,0.437277021
blues,0.266614903,0.355522742,0.493137435
blues,0.266661759,0.46603861,0.335537384
blues,0.266780482,0.558406911,0.319612638
blues,0.266832668,0.560540219,0.334588255
blues,0.266986178,0.558845706,0.348888455
blues,0.267042185,0.565372342,0.324649878
blues,0.267153116,0.55604458,0.434822843
blues,0.267184102,0.564103342,0.432213279
blues,0.267304749,0.5610665,0.438093841
blues,0.267352845,0.543192604,0.432646093
blues,0.267637767,0.589281035,0.434041447
blues,0.267658527,0.56508183,0.400670726
blues,0.267960909,0.554217972,0.358651709
blues,0.268332824,0.55500697,0.41722786
blues,0.26851227,0.553358971,0.383876104
blues,0.268570644,0.587372668,0.42509825
blues,0.268582539,0.551440711,0.416280197
blues,0.268635602,0.56429082,0.347791451
blues,0.268752026,0.5615429,0.375298575
blues,0.268753095,0.564850599,0.374377027
blues,0.269127626,0.559196095,0.53170853
blues,0.269132722,0.560171714,0.505866899
blues,0.269153885,0.560412686,0.584935502
blues,0.269428468,0.560834817,0.519371343
blues,0.269468296,0.564705253,0.504599302
blues,0.269476644,0.551187844,0.478433526
blues,0.269517493,0.562344804,0.571797777
blues,0.269531522,0.559068787,0.473344674
blues,0.269595259,0.562005404,0.52669388
blues,0.269817141,0.561449043,0.499825023
blues,0.269897764,0.557294833,0.511080118
blues,0.269987072,0.561638029,0.435451569
blues,0.270070608,0.558237892,0.365251769
blues,0.270090466,0.564404178,0.422510593
blues,0.270139408,0.55859437,0.395509182
blues,0.270303491,0.559269888,0.342214258
blues,0.270406952,0.560836152,0.401913823
blues,0.270889832,0.561527937,0.405523508
blues,0.271001376,0.555657036,0.427270526
blues,0.271198483,0.560349334,0.326656219
blues,0.271204754,0.558739906,0.367149373
blues,0.271381782,0.547187209,0.427337432
blues,0.271613849,0.565921772,0.360219909
blues,0.271837826,0.563907327,0.379809087
blues,0.271954489,0.561355727,0.364948852
blues,0.272138693,0.559034371,0.398153997
blues,0.272142839,0.562738551,0.409116293
blues,0.272217787,0.561775091,0.40456784
blues,0.272341264,0.559287659,0.440057001
blues,0.272488692,0.560533593,0.447894284
blues,0.272495624,0.567637543,0.454528629
blues,0.27251069,0.549771362,0.447948625
blues,0.272545822,0.576590726,0.395173132
blues,0.27259798,0.562339186,0.387796297
blues,0.272652183,0.54317134,0.336117795
blues,0.272711741,0.55773174,0.331059526
blues,0.272754732,0.558272009,0.390146798
blues,0.272769808,0.558254845,0.423122073
blues,0.272932232,0.553368599,0.411766196
blues,0.273006295,0.557992545,0.370955356
blues,0.27313909,0.558567427,0.401703608
blues,0.273306396,0.535308928,0.406261316
blues,0.273346414,0.55713276,0.419103225
blues,0.273514805,0.557193992,0.346740484
blues,0.273555618,0.562828001,0.390282809
blues,0.273599637,0.566712632,0.474219538
blues,0.273710157,0.562709635,0.486388128
blues,0.273734471,0.563209524,0.506226764
blues,0.273964788,0.553530161,0.471587115
blues,0.274216806,0.560996797,0.44982626
blues,0.274438376,0.559994971,0.393228783
blues,0.274582628,0.565444369,0.415172432
blues,0.274659569,0.562492597,0.391073128
blues,0.27476164,0.559472251,0.406169839
blues,0.274989064,0.566982504,0.44150083
blues,0.275362603,0.562479769,0.421479922
blues,0.275364827,0.554113505,0.389398815
blues,0.27539658,0.561422145,0.454639323
blues,0.275483162,0.566747184,0.455090109
blues,0.275532367,0.560706586,0.387992248
blues,0.275545644,0.5623042,0.452608318
blues,0.276062341,0.554744252,0.432086364
blues,0.276127753,0.557248036,0.260593991
blues,0.276284912,0.544371046,0.258977263
blues,0.276312534,0.567310332,0.278270236
blues,0.276412919,0.559649698,0.14369019
blues,0.276429826,0.552646259,0.274440029
blues,0.276612707,0.562817334,0.291366027
blues,0.276667395,0.560366635,0.197642006
blues,0.276682272,0.578647798,0.310745351
blues,0.276688642,0.56521022,0.334598323
blues,0.276701306,0.561473671,0.239463887
blues,0.276751736,0.555034117,0.352832127
blues,0.276754826,0.557402,0.393461677
blues,0.276782827,0.533004409,0.37088279
blues,0.276968341,0.557385278,0.387237087
blues,0.276991946,0.561133774,0.384626191
blues,0.277029704,0.55927557,0.383193975
blues,0.277239621,0.55828187,0.394590444
blues,0.277246452,0.558333,0.36780227
blues,0.277420184,0.555422014,0.431101013
blues,0.277501923,0.570840183,0.38270592
blues,0.277619077,0.557359805,0.296075527
blues,0.277623248,0.551304189,0.287191086
blues,0.277704262,0.563888503,0.345577199
blues,0.277709773,0.571010573,0.414870154
blues,0.27781783,0.560108415,0.415451018
blues,0.277844309,0.560149855,0.337662835
blues,0.27790282,0.560284008,0.412658952
blues,0.278052469,0.560942426,0.367664329
blues,0.2780597,0.559126857,0.406320472
blues,0.278239604,0.552828052,0.375888814
blues,0.278270734,0.436063585,0.31984745
blues,0.278295026,0.437578645,0.365198006
blues,0.278301511,0.428044015,0.312851092
blues,0.2783208,0.436866331,0.356333915
blues,0.278492455,0.427665258,0.300626151
blues,0.279016131,0.431790371,0.304437527
blues,0.27902855,0.426205316,0.342020144
blues,0.279139312,0.429082101,0.329656569
blues,0.279139816,0.424657805,0.338632819
blues,0.27923283,0.429358825,0.319838208
blues,0.279488454,0.567926231,0.326099607
blues,0.2795128,0.566804638,0.432094541
blues,0.279707168,0.567585478,0.42587155
blues,0.280105506,0.557763275,0.367287687
blues,0.280194584,0.558902625,0.462394937
blues,0.280602093,0.572114579,0.430003569
blues,0.280644339,0.568948232,0.315010849
blues,0.280979261,0.57047701,0.548722723
blues,0.281106521,0.57937461,0.420511723
blues,0.281133681,0.569927234,0.361995806
blues,0.281145764,0.552215437,0.411951294
blues,0.281193139,0.545553169,0.340171121
blues,0.281246398,0.535155768,0.490993566
blues,0.281279209,0.543435207,0.382533181
blues,0.281372802,0.542560241,0.450970928
blues,0.281506641,0.538029544,0.409295944
blues,0.281823703,0.535856739,0.411394428
blues,0.281886194,0.544478766,0.346570541
blues,0.281990804,0.536063607,0.417817034
blues,0.282060449,0.523133809,0.344614087
blues,0.282090427,0.537121416,0.384325685
blues,0.282239189,0.54026559,0.341930225
blues,0.28225286,0.546214125,0.327293402
blues,0.28226276,0.542854905,0.32802651
blues,0.2822911,0.546155961,0.353999967
blues,0.282368904,0.554857333,0.362668719
blues,0.282392858,0.545844669,0.292867906
blues,0.282582664,0.544218223,0.334461248
blues,0.282679177,0.543454668,0.328882963
blues,0.282710603,0.54468626,0.333476029
blues,0.283788977,0.516138102,0.365116091
blues,0.283824312,0.530554633,0.384169406
blues,0.283913659,0.523861628,0.34875652
blues,0.284012947,0.512766022,0.338007249
blues,0.284175927,0.528587702,0.353785996
blues,0.28421519,0.519815788,0.427477451
blues,0.284216375,0.519849152,0.341974985
blues,0.284237073,0.530258236,0.29556462
blues,0.284368722,0.522280929,0.415105259
blues,0.284405081,0.521630108,0.283639425
blues,0.284467015,0.570964499,0.325154607
blues,0.284523754,0.574797356,0.338373876
blues,0.28454123,0.559677822,0.37243682
blues,0.2846478,0.5583887,0.324140196
blues,0.28468969,0.556305277,0.342331877
